sentence,difficulty,wordnb,cognate,cognatenb,cognateratio
"Qu'ils veuillent préserver un petit secteur d'activité pour continuer d'écouler quelques produits qualifiés ""d'équitables"", on peut le comprendre.",C1,22,"[""qu'"", 'ils ', 'veuillent', 'un', 'petit ', 'pour', 'on ', 'peut', 'le ']",9,0.4090909090909091
"Après quelques mois de cette pauvreté noble, assiégée par les lettres continuelles de Limercati, et même du comte N. qui lui aussi voulait épouser, il arriva que le marquis del.",C1,30,"['après ', 'mois', 'de ', 'noble', 'par', 'les ', 'continuelles', 'de ', 'et ', 'même', 'du ', 'comte ', 'qui', 'lui ', 'aussi ', 'il ', 'que', 'le ', 'del']",19,0.6333333333333333
"Le sort, qui semblait contrarier leur passion, ne fit que l'animer.",C1,12,"['le ', 'sort', 'qui', 'leur', 'ne ', 'fit ', 'que', 'animer']",8,0.6666666666666666
"Mais, une heure après, l'adjudant du régiment passant à portée du bivouac, les soldats allèrent lui raconter l'arrivée de cet étranger parlant mal français.",C1,26,"['mais', 'une ', 'adjudant', 'du ', 'du ', 'bivouac', 'les ', 'lui ', 'de ', 'cet ', 'mal ']",11,0.4230769230769231
"Le comte Pietranera exposa sa vie pour sauver celle du ministre, qui fut tué à coups de parapluie, et dont le supplice dura cinq heures.",C1,25,"['le ', 'comte ', 'pietranera', 'exposa', 'sa ', 'vie', 'pour', 'celle ', 'du ', 'qui', 'fut ', 'tué', 'de ', 'parapluie', 'et ', 'dont', 'le ', 'supplice', 'dura', 'cinq']",20,0.8
On se retrouve aujourd'hui exactement dans la situation qu'on redoutait : le gouvernement transforme les mesures pour satisfaire certains intérêts économiques.,C1,22,"['on ', 'se ', 'aujourd', 'hui', 'dans', 'la ', ""qu'"", 'on ', 'le ', 'les ', 'pour']",11,0.5
"Ces choses faites, il revint tristement à son château de Grianta.",C1,11,"['ces ', 'il ', 'tristement', 'son ', 'de ']",5,0.45454545454545453
"Ces nouveaux seniors ne joueront pas à faire de la figuration, pronostique Robert Rochefort, directeur général du Centre de recherche pour l'étude et l'observation des conditions de vie (Credoc) et auteur de Vive le papy-boom (Odile Jacob).",C1,40,"['ces ', 'seniors', 'ne ', 'pas', 'de ', 'la ', 'figuration', 'rochefort', 'du ', 'centre', 'de ', 'pour', 'et ', 'des ', 'de ', 'vie', 'credoc', 'et ', 'de ', 'vive', 'le ', 'papy', 'boom', 'odile', 'jacob']",25,0.625
"Aux Etats-Unis, berceau de la co-éducation - et de la discrimination positive - le mélange entre élèves des deux sexes n'est plus obligatoire dans les écoles publiques depuis février 2000.",C1,31,"['aux', 'etats-', 'unis', 'berceau', 'de ', 'la ', 'et ', 'de ', 'la ', 'le ', 'des ', 'deux', 'sexes', ""n'"", 'est ', 'plus', 'dans', 'les ']",18,0.5806451612903226
"L'une de ses dernières initiatives a été la création du festival Best of Doc, dont la première édition avait eu lieu en novembre 2019.",C1,25,"['une ', 'de ', 'ses ', 'initiatives', 'la ', 'du ', 'best', 'of ', 'doc', 'dont', 'la ', 'eu ', 'lieu', 'en ']",14,0.56
"Ses soeurs furent tellement enthousiasmées de son projet, elles l'embrassaient avec une joie si bruyante qu'il prit à la main quelques diamants qui restaient encore à cacher, et voulut partir sur-le-champ.",C1,35,"['ses ', 'soeurs', 'de ', 'son ', 'elles ', 'avec', 'une ', 'joie', 'si ', ""qu'"", 'il ', 'prit', 'la ', 'main', 'diamants', 'qui', 'restaient', 'encore', 'cacher', 'et ', 'partir', 'sur-', 'le-', 'champ']",24,0.6857142857142857
"Quoique en Turquie le premier gueux en haillons aille s'asseoir sur le divan des cafés auprès du Turc le plus somptueusement vêtu sans que celui-ci se recule pour éviter à sa manche bordée d'or le contact d'une loque effilochée et graisseuse, cependant certaines classes ont leurs lieux de réceptions habituels, et le café à la fontaine de marbre est un des mieux hantés de la ville.",C1,70,"['en ', 'le ', 'gueux', 'en ', 'haillons', 'aille', ""s'"", 'asseoir', 'sur ', 'le ', 'divan', 'des ', 'cafés ', 'du ', 'turc', 'le ', 'plus', 'vêtu', 'sans', 'que', 'ci ', 'se ', 'recule', 'pour', 'sa ', ""d'or"", 'or ', 'le ', 'une ', 'loque', 'et ', 'classes', 'ont ', 'de ', 'et ', 'le ', 'café', 'la ', 'de ', 'est ', 'un', 'des ', 'de ', 'la ', 'ville']",45,0.6428571428571429
La malnutrition apparaît donc aujourd'hui comme le résultat d'une organisation inadéquate du système économique et politique.,C1,18,"['la ', 'malnutrition', 'donc', 'aujourd', 'hui', 'comme', 'le ', 'une ', 'du ', 'et ']",10,0.5555555555555556
"En effet, le fantastique allongement de l'espérance de vie (76, 7 ans pour les hommes, 83, 8 pour les femmes) déroule trois belles décennies devant eux.",C1,27,"['en ', 'le ', 'fantastique', 'allongement', 'de ', 'de ', 'vie', 'ans ', 'pour', 'les ', 'pour', 'les ', 'eux']",13,0.48148148148148145
"Or, sur les quelque 6 000 langues qui existent actuellement dans le monde, la moitié compte moins de 10 000 locuteurs et un quart moins de 1 000.",C1,28,"['sur ', 'les ', 'qui', 'dans', 'le ', 'la ', 'compte', 'de ', 'et ', 'un', 'quart ', 'de ']",12,0.42857142857142855
"Le romancier, au contraire, qui prétend nous donner une image exacte de la vie, doit éviter avec soin tout enchaînement d'événements qui paraîtrait exceptionnel.",C1,25,"['le ', 'romancier', 'au ', 'qui', 'nous', 'une ', 'image', 'exacte', 'de ', 'la ', 'vie', 'doit', 'avec', 'soin', 'tout', 'qui']",16,0.64
Le sénateur élu à la représentation proportionnelle dont le siège devient vacant pour toute autre cause que l'acceptation de fonctions gouvernementales est remplacé par le candidat figurant sur la même liste immédiatement après le dernier candidat devenu sénateur conformément à l'ordre de cette liste.,C1,46,"['le ', 'la ', 'dont', 'le ', 'vacant', 'pour', 'cause', 'que', 'de ', 'gouvernementales', 'est ', 'par', 'le ', 'figurant', 'sur ', 'la ', 'même', 'liste ', 'après ', 'le ', 'ordre ', 'de ', 'liste']",23,0.5
"Lui qui, enfant, suivait sa mère trappeur, peut encore aujourd'hui emmener son fils de 14 ans chasser, mais dit craindre la réduction des quotas de chasse pour les ours polaires.",C1,31,"['lui ', 'qui', 'suivait', 'sa ', 'mère', 'peut', 'encore', 'aujourd', 'hui', 'emmener', 'son ', 'fils', 'de ', 'ans ', 'chasser', 'mais', 'dit ', 'la ', 'des ', 'quotas', 'de ', 'chasse', 'pour', 'les ', 'ours', 'polaires']",26,0.8387096774193549
"Depuis l'après-guerre, et jusque dans les années 1990, il s'est produit en Suisse un phénomène dont les effets persistent encore aujourd'hui: les migrantes et migrants sont venus occuper par vagues successives les places les plus basses de l'échelle professionnelle, permettant l'ascension sociale des personnes non issues de la migration.",C1,55,"['après-', 'guerre', 'et ', 'dans', 'les ', 'il ', ""s'"", 'est ', 'en ', 'suisse', 'un', 'dont', 'les ', 'encore', 'aujourd', 'hui', 'les ', 'migrantes', 'et ', 'migrants', 'sont', 'par', 'les ', 'places', 'les ', 'plus', 'basses', 'de ', 'ascension', 'des ', 'non ', 'de ', 'la ']",33,0.6
"Après nous être époumonées sur ""Come what may"", et après avoir bavé sur le beau Ewan McGregor, on sautera dans un Uber pour continuer la soirée dans notre club préféré qui, lui aussi, aura un thème spécial",C1,37,"['après ', 'nous', 'sur', 'come', 'what', 'may', 'et ', 'après ', 'bavé', 'sur ', 'le ', 'beau', 'ewan', 'mcgregor', 'on ', 'dans', 'un', 'uber', 'pour', 'la ', 'dans', 'club', 'qui', 'lui ', 'aura', 'un', 'thème']",27,0.7297297297297297
"Il prévoit que les plantations de forêts sont déductibles des émissions de gaz à effet de serre (GES), puisque les arbres croissent en pompant le gaz carbonique dans l'air.",C1,30,"['il ', 'que', 'les ', 'plantations', 'de ', 'sont', 'des ', 'de ', 'gaz', 'de ', 'ges', 'les ', 'croissent', 'en ', 'le ', 'gaz', 'dans', 'air']",18,0.6
"Lettres de motivation, d'amour ou de rupture, relecture de mémoires d'étudiant, textes d'hommage à lire et à distribuer pendant des obsèques, situations administratives à démêler avec la banque, les impôts ou la copropriété, l'écrivain public doit pouvoir répondre à toutes les demandes.",C1,46,"['de ', 'motivation', 'de ', 'relecture', 'de ', 'lire', 'et ', 'distribuer', 'des ', 'situations', 'avec', 'la ', 'les ', 'la ', 'public', 'doit', 'les ']",17,0.3695652173913043
"Le lendemain, en se promenant, il rencontra un gueux tout couvert de pustules, les yeux morts, le bout du nez rongé, la bouche de travers, les dents noires, et parlant de la gorge, tourmenté d'une toux violente et crachant une dent à chaque effort.",C1,45,"['le ', 'en ', 'se ', 'promenant', 'il ', 'rencontra', 'un', 'gueux', 'tout', 'de ', 'pustules', 'les ', 'le ', 'bout', 'du ', 'nez ', 'la ', 'de ', 'les ', 'dents', 'et ', 'de ', 'la ', 'gorge', 'une ', 'toux', 'et ', 'une ', 'dent', 'effort']",30,0.6666666666666666
Chaque miette de vie doit servir à conquérir la dignité.,C1,10,"['miette', 'de ', 'vie', 'doit', 'la ']",5,0.5
"La loi sur laquelle s'est appuyé le gouvernement néerlandais pour imposer un couvre-feu est prévue pour des ""circonstances très urgentes et exceptionnelles"".",C1,24,"['la ', 'loi ', 'sur ', ""s'"", 'est ', 'le ', 'pour', 'un', 'feu ', 'est ', 'pour', 'des', 'urgentes', 'et ']",14,0.5833333333333334
"Fabrice se jeta après elle pour la sauver, et tous deux furent entraînés assez loin.",C1,15,"['fabrice', 'se ', 'jeta', 'après ', 'elle', 'pour', 'la ', 'et ', 'tous', 'deux', 'loin']",11,0.7333333333333333
"En cinquante ans, les progrès accomplis par les techniques de l'information ont entraîné une amplification extraordinaire des flux d'informations.",C1,21,"['en ', 'ans', 'les ', 'accomplis', 'par', 'les ', 'de ', 'ont ', 'une ', 'amplification', 'des ', 'flux']",12,0.5714285714285714
"L'entreprise développe par ailleurs des projets d'exploration spatiale vers la Lune et Mars, et le programme Starlink d'accès à haut débit à Internet par satellites sur Terre.",C1,30,"['par', 'des ', 'exploration', 'spatiale', 'vers', 'la ', 'lune', 'et ', 'mars', 'et ', 'le ', 'starlink', 'accès ', 'haut', 'internet', 'par', 'satellites', 'sur ']",18,0.6
"Elles enragent souvent de cette horloge biologique implacable, mais peut-être sont-elles ainsi mieux préparées qu'eux à vieillir, du moins celles qui ne s'épuisent pas dans une vaine quête de l'éternelle jeunesse.",C1,36,"['elles ', 'de ', 'horloge', 'implacable', 'mais', 'peut', 'sont', 'elles ', ""qu'"", 'eux', 'vieillir', 'du ', 'celles', 'qui', 'ne ', ""s'"", 'pas', 'dans', 'une ', 'vaine', 'de ']",21,0.5833333333333334
"S'il existe des dizaines de variantes à cette recette, le chef Gérard- Michel Corbin nous propose d'y apporter lui aussi sa touche personnelle",C1,25,"[""s'il"", 'il ', 'des ', 'dizaines', 'de ', 'variantes', 'recette', 'le ', 'chef', 'michel', 'corbin', 'nous', ""d'y "", 'lui ', 'aussi ', 'sa ']",16,0.64
Nous avons remarqué quelques irrégularités dans la procédure.,C1,8,"['nous', 'avons ', 'dans', 'la ']",4,0.5
"Après diner, Arthur me donnait souvent une petite friandise avant de ressortir, et je m'assoupissais tranquillement dans mon panier",C1,20,"['après ', 'me ', 'une ', 'petite', 'de ', 'et ', 'je ', ""m'"", 'tranquillement', 'dans', 'mon', 'panier']",12,0.6
"Nommée en juillet 2020, l'ex-députée de la Somme joue gros avec l'examen du projet de loi Climat et résilience en commission spéciale à l'Assemblée nationale, à partir du lundi 8 mars.",C1,35,"['en ', ""l'ex"", 'ex-', 'de ', 'la ', 'somme ', 'joue', 'gros', 'avec', 'du ', 'de ', 'loi ', 'climat', 'et ', 'en ', 'partir', 'du ', 'mars']",18,0.5142857142857142
"Lucien Neuwirth, pionnier de la contraception, est mort dans la nuit de lundi à mardi à 89 ans, des suites d'une infection pulmonaire, à l'hôpital Rossini-Sainte-Périne à Pans",C1,32,"['lucien', 'neuwirth', 'pionnier', 'de ', 'la ', 'contraception', 'est ', 'mort', 'dans', 'la ', 'nuit', 'de ', 'mardi', 'ans', 'des ', 'une ', 'pulmonaire', 'rossini', 'périne', 'pans']",20,0.625
"Dès que Fabrice fut sorti de la petite ville, marchant gaillardement le sabre de hussard sous le bras, il lui vint un scrupule.",C1,23,"['dès ', 'que', 'fabrice', 'fut ', 'de ', 'la ', 'petite', 'ville', 'marchant', 'le ', 'sabre', 'de ', 'hussard', 'sous', 'le ', 'bras', 'il ', 'lui ', 'vint', 'un', 'scrupule']",21,0.9130434782608695
"Cet épisode, auquel la population locale répondra par un élan de solidarité inédit, marque un tournant dans l'histoire de l'Italie, confrontée pour la première fois à l'immigration de masse.",C1,32,"['cet ', 'la ', 'population', 'locale', 'par', 'un', 'de ', 'un', 'dans', 'de ', 'pour', 'la ', 'fois', 'immigration', 'de ', 'masse']",16,0.5
"Malgré cela, des protestataires continuent à descendre dans les rues pour demander le départ des généraux putschistes et la libération des centaines de détenus emprisonnés ces dernières semaines.",C1,28,"['malgré', 'cela', 'des ', 'dans', 'les ', 'rues', 'pour', 'le ', 'départ', 'des ', 'et ', 'la ', 'des ', 'de ', 'ces ']",15,0.5357142857142857
Les canons renversèrent d'abord à peu près six mille hommes de chaque côté ; ensuite la mousqueterie ôta du meilleur des mondes environ neuf à dix mille coquins qui en infectaient la surface.,C1,33,"['les ', 'canons', 'peu ', 'six', 'mille', 'de ', 'côté', 'la ', 'du ', 'des ', 'neuf', 'dix', 'mille', 'coquins', 'qui', 'en ', 'la ']",17,0.5151515151515151
Les linguistes estiment qu'un idiome ne peut survivre qu'à condition de compter au moins 100 000 locuteurs.,C1,19,"['les ', 'linguistes', 'estiment', ""qu'"", 'un', 'idiome', 'ne ', 'peut', 'survivre', ""qu'"", 'de ', 'au ']",12,0.631578947368421
"Alors que leurs effets dévastateurs sur les insectes pollinisateurs ne sont plus à prouver, les néonicotinoïdes seraient également néfastes pour les mammifères dont les humains.",C1,25,"['alors ', 'que', 'sur ', 'les ', 'ne ', 'sont', 'plus', 'les ', 'pour', 'les ', 'dont', 'les ']",12,0.48
"Pendant que les humains bavardaient, Mimi le caniche, Fido le berger allemand et moi, on se donnait les nouvelles du quartier et on reniflait les nouveaux arrivants",C1,27,"['que', 'les ', 'mimi', 'le ', 'fido', 'le ', 'berger', 'et ', 'moi', 'on ', 'se ', 'les ', 'du ', 'et ', 'on ', 'les ', 'arrivants']",17,0.6296296296296297
"A chaque épée de lumière jaillie du sable, d'un coquillage blanchi ou d'un débris de verre, mes mâchoires se crispaient.",C1,22,"['de ', 'du ', ""d'un"", 'un', 'coquillage', 'blanchi', ""d'un"", 'un', 'de ', 'verre', 'mes ', 'se ']",12,0.5454545454545454
"Il n'est guère étonnant, dès lors, que la bifurcation professionnelle et le déménagement prennent des allures de conversion identitaire .",C1,20,"['il ', ""n'"", 'est ', 'dès ', 'lors', 'que', 'la ', 'bifurcation', 'et ', 'le ', 'des ', 'allures', 'de ']",13,0.65
"Disciple enthousiaste de Jean-Jacques Rousseau, il avait des tendresses d'amant pour la nature, les champs, les bois, les bêtes.",C1,21,"['disciple', 'enthousiaste', 'de ', 'jean', 'il ', 'des ', 'tendresses', 'amant', 'pour', 'la ', 'les ', 'champs', 'les ', 'bois', 'les ']",15,0.7142857142857143
"Le personnage de Saul Goodman est créé pour conduire Walter et Jesse vers un trafic de drogue à plus grande échelle, suppléant à des personnages tels que Badger, un petit trafiquant ami de Jesse.",C1,34,"['le ', 'de ', 'saul', 'goodman', 'est ', 'pour', 'et ', 'jesse', 'vers', 'un', 'de ', 'drogue', 'plus', 'des ', 'tels', 'que', 'badger', 'un', 'petit ', 'ami ', 'de ', 'jesse']",22,0.6470588235294118
Les Inuits espèrent pouvoir s'appuyer sur un rapport qui sera remis en septembre 2004 aux huit pays du Conseil de l'Arctique.,C1,23,"['les ', 'inuits', ""s'"", 'appuyer', 'sur ', 'un', 'qui', 'sera', 'remis ', 'en ', 'aux', 'huit', 'pays', 'du ', 'de ', 'arctique']",16,0.6956521739130435
"Actuellement, les moyens alloués pour le suivi des populations sont en diminution, et l'observation systématique de toutes les communes (ou de toutes les zones) est remise en question ; dans ce contexte, il semble intéressant de procéder au suivi des populations à partir d'un découpage spatial spécifiquement dédié, plutôt que d'utiliser le maillage communal comme grille d'observation.",C1,60,"['les ', 'pour', 'le ', 'des ', 'sont', 'en ', 'et ', 'de ', 'les ', 'de ', 'les ', 'est ', 'remise', 'en ', 'dans', 'ce ', 'il ', 'de ', 'au ', 'des ', 'partir', ""d'un"", 'un', ""que d'"", 'le ', 'communal', 'comme', 'grille']",28,0.4666666666666667
"D'autres supportent moins bien cette promiscuité et ""commencent déjà à voir les murs se refermer sur eux"", note le quotidien américain, qui a recueilli le témoignage d'Hugo, 26 ans.",C1,31,"['bien', 'déjà', 'voir', 'les ', 'murs', 'se ', 'sur ', 'eux', 'note', 'le ', 'qui', 'le ', 'hugo', 'ans']",14,0.45161290322580644
"Les sénateurs élus au scrutin majoritaire qui acceptent des fonctions gouvernementales sont remplacés, jusqu'à l'expiration d'un délai d'un mois suivant la cessation de ces fonctions, par les personnes élues en même temps qu'eux à cet effet.",C1,41,"['les ', 'au ', 'qui', 'des ', 'gouvernementales', 'sont', 'jusqu', 'expiration', ""d'un"", 'un', 'délai ', ""d'un"", 'un', 'mois', 'la ', 'cessation', 'de ', 'ces ', 'par', 'les ', 'en ', 'même', 'temps', ""qu'"", 'eux', 'cet ']",26,0.6341463414634146
Puis les philosophes du XVIIIe siècle ont vu en cette période un âge de foi grossière et de moeurs barbares.,C1,20,"['puis', 'les ', 'du ', 'xviiie', 'ont ', 'en ', 'un', 'de ', 'foi', 'et ', 'de ', 'moeurs']",12,0.6
"Ses confrères les curés des environs, fort jaloux de son influence, le détestaient ; le marquis del Dongo le méprisait tout simplement, parce qu'il raisonnait trop pour un homme de si bas étage.",C1,33,"['ses ', 'les ', 'curés ', 'des ', 'fort', 'jaloux', 'de ', 'son ', 'le ', 'le ', 'del ', 'dongo', 'le ', 'tout', ""qu'"", 'il ', 'trop', 'pour', 'un', 'de ', 'si ', 'bas ']",22,0.6666666666666666
"À l'aube de notre modernité, Mary Shelley questionnait la nature humaine et non la machine: le face-à-face entre Frankenstein et sa créature autonome interroge la possibilité d'un homme sans âme.",C1,34,"['aube', 'de ', 'mary', 'la ', 'et ', 'non ', 'la ', 'le ', 'face', 'face', 'frankenstein', 'et ', 'sa ', 'interroge', 'la ', ""d'un"", 'un', 'sans']",18,0.5294117647058824
"Le montant des recettes des impôts sur l'énergie dépend non seulement du taux d'imposition, mais aussi de la quantité d'énergie consommée, elle-même influencée par la situation économique, les conditions météorologiques et les prix.",C1,37,"['le ', 'des ', 'des ', 'sur ', 'non ', 'du ', 'taux', 'imposition', 'mais', 'aussi ', 'de ', 'la ', 'elle', 'même', 'par', 'la ', 'les ', 'et ', 'les ', 'prix']",20,0.5405405405405406
"À l'époque elle avait adoré son aspect brillant et rutilant, sans la moindre éraflure.",C1,15,"['elle', 'son ', 'aspect', 'et ', 'rutilant', 'sans', 'la ']",7,0.4666666666666667
"Députés et membres de la Convention ont ainsi été conviés par le gouvernement à cinq réunions pour ""présenter les orientations retenues"".",C1,21,"['et ', 'de ', 'la ', 'ont ', 'par', 'le ', 'cinq', 'pour', 'les ', 'orientations', 'retenues']",11,0.5238095238095238
"Si le smartphone fait partie de notre quotidien et rend de nombreux services, de récentes recherches montrent qu'il présente des risques dont ses utilisateurs doivent se méfier.",C1,28,"['si ', 'le ', 'smartphone', 'fait', 'partie', 'de ', 'et ', 'rend', 'de ', 'services', 'de ', ""qu'"", 'il ', 'des ', 'dont', 'ses ', 'utilisateurs', 'se ']",18,0.6428571428571429
Grande-Bretagne et Allemagne refusent de participer si le fonds doit aider ces pays.,C1,14,"['et ', 'refusent', 'de ', 'si ', 'le ', 'doit', 'aider ', 'ces ', 'pays']",9,0.6428571428571429
"""Nous explorons la meilleure voie légale, probablement via le système interaméricain, en invoquant la déclaration des droits de l'homme de 1948"".",C1,22,"['nous', 'la ', 'voie', 'via ', 'le ', 'en ', 'la ', 'des ', 'droits', 'de ', 'de ']",11,0.5
"Plus tôt, ils avaient été remis à un procureur, escortés de 15 officiers de police japonais venus spécialement aux États-Unis samedi pour l'occasion.",C1,25,"['plus', 'tôt', 'ils ', 'remis ', 'un', 'de ', 'de ', 'police', 'aux', 'unis', 'pour']",11,0.44
Ce chiffre devrait encore augmenter dans les prochaines années.,C1,9,"['ce ', 'encore', 'dans', 'les ', 'prochaines']",5,0.5555555555555556
"Perpétuel clandestin, c'est muni d'un faux titre de séjour, photocopie de la carte de résident d'un copain-complice, qu'il avait ensuite sillonné l'Hexagone, au bon vouloir d'employeurs peu scrupuleux.",C1,35,"['clandestin', ""c'"", 'est ', 'muni', ""d'un"", 'un', 'faux', 'de ', 'de ', 'la ', 'carte', 'de ', ""d'un"", 'un', 'copain', 'complice', ""qu'"", 'il ', 'hexagone', 'au ', 'bon ', 'peu ']",22,0.6285714285714286
"De son côté, la délégation américaine a tenté de persuader Moscou de ne pas approuver le texte, arguant que les technologies du futur permettraient de réduire les émissions de GES sans contrainte.",C1,32,"['de ', 'son ', 'côté', 'la ', 'tenté', 'de ', 'persuader', 'de ', 'ne ', 'pas', 'approuver', 'le ', 'texte', 'que', 'les ', 'technologies', 'du ', 'de ', 'les ', 'de ', 'ges', 'sans']",22,0.6875
"Les adeptes de ces campagnes soulignent que les animaux devraient être tués seulement à des fins alimentaires, une politique qui, si elle était appliquée, laisserait les autochtones sans la moindre monnaie d'échange pour se procurer des médicaments.",C1,38,"['les ', 'de ', 'ces ', 'que', 'les ', 'des ', 'fins', 'une ', 'qui', 'si ', 'elle', 'les ', 'autochtones', 'sans', 'la ', 'pour', 'se ', 'des ']",18,0.47368421052631576
"Elle quitta son palais, loua deux chambres à un cinquième étage, renvoya tous ses gens et jusqu'à sa femme de chambre remplacée par une pauvre vieille faisant des ménages.",C1,30,"['elle', 'quitta', 'son ', 'loua', 'deux', 'un', 'tous', 'ses ', 'gens', 'et ', 'jusqu', 'sa ', 'de ', 'par', 'une ', 'vieille', 'faisant ', 'des ']",18,0.6
"La seconde modernité y adjoint un individualisme plus concret qui valorise la construction des identités de chacun et de chacune, puisque l'émancipation des femmes ressortit de cette période.",C1,29,"['la ', 'un', 'individualisme', 'plus', 'concret', 'qui', 'valorise', 'la ', 'des ', 'de ', 'et ', 'de ', 'des ', 'de ']",14,0.4827586206896552
"Malgré la montée des problèmes liés à l'obésité, la priorité absolue de la FAO reste la lutte contre la faim, car 840 millions de personnes continuent de souffrir chroniquement de sous-alimentation.",C1,33,"['malgré', 'la ', 'des ', 'la ', 'de ', 'la ', 'fao', 'reste ', 'la ', 'contre', 'la ', 'faim', 'car ', 'de ', 'de ', 'de ', 'sous']",17,0.5151515151515151
"Chaque fin de semaine, ils partaient ensemble en randonnée dans les Alpes.",C1,12,"['fin ', 'de ', 'ils ', 'en ', 'dans', 'les ']",6,0.5
"C'est ce que suggère Kassák, qui dévoile, parmi les combines apprises pour vivre, le recours au mensonge.",C1,18,"[""c'"", 'est ', 'ce ', 'que', 'qui', 'parmi ', 'les ', 'combines', 'apprises', 'pour', 'le ', 'au ']",12,0.6666666666666666
De nombreux auteurs ont spéculé sur les différents aspects de la personnalité de Léonard.,C1,14,"['de ', 'ont ', 'sur ', 'les ', 'de ', 'la ', 'de ']",7,0.5
"Ils héritent à 55 ans, en moyenne.",C1,7,"['ils ', 'ans', 'en ']",3,0.42857142857142855
"Une belle robe moulante, elle veut mettre en avant ses formes",C1,11,"['une ', 'belle', 'robe', 'elle', 'veut', 'en ', 'ses ', 'formes']",8,0.7272727272727273
"Ils déjeunèrent face à face, se regardant et se souriant sans cesse, occupés uniquement d'eux, tout enveloppés par le charme si doux d'une tendresse qui commence.",C1,28,"['ils ', 'face', 'face', 'se ', 'regardant', 'et ', 'se ', 'souriant', 'sans', 'eux', 'tout', 'par', 'le ', 'charme', 'si ', 'doux', 'une ', 'qui']",18,0.6428571428571429
Les peuples des côtes de l'Alaska ont été particulièrement touchés par cette politique.,C1,14,"['les ', 'des ', 'côtes ', 'de ', 'alaska', 'ont ', 'par']",7,0.5
"Il poussa un long soupir de joie ; et ils causèrent presque tranquillement, avec des allures d'intimité, comme s'ils se fussent connus depuis vingt ans.",C1,26,"['il ', 'poussa', 'un', 'long', 'soupir', 'de ', 'joie', 'et ', 'ils ', 'tranquillement', 'avec', 'des ', 'allures', 'comme', ""s'"", 'ils ', 'se ', 'ans']",18,0.6923076923076923
Quelle tête à claques celle-là !,C1,6,"['tête', 'claques', 'celle-']",3,0.5
"Lucie s'avançait, à demi soutenue par ses femmes, une couronne d'oranger dans les cheveux, et plus pâle que le satin blanc de sa robe.",C1,26,"['lucie', ""s'"", 'demi', 'par', 'ses ', 'une ', 'oranger', 'dans', 'les ', 'et ', 'plus', 'pâle', 'que', 'le ', 'satin', 'blanc ', 'de ', 'sa ', 'robe']",19,0.7307692307692307
Il faut admettre avec un égal intérêt ces théories d'art si différentes et juger les oeuvres qu'elles produisent uniquement au point de vue de leur valeur artistique en acceptant a priori les idées générales d'où elles sont nées.,C1,41,"['il ', 'faut', 'avec', 'un', 'ces ', ""d'art "", 'art ', 'si ', 'et ', 'juger ', 'les ', 'oeuvres', ""qu'"", 'elles ', 'au ', 'de ', 'vue ', 'de ', 'leur', 'en ', 'acceptant', 'priori', 'les ', ""d'où"", 'elles ', 'sont', 'nées']",27,0.6585365853658537
"Soit le commerce équitable est réduit délibérément à une des formes de la politique sociale du libéralisme, faisant prévaloir les oeuvres caritatives sur les droits sociaux, soit il est au contraire un véritable enjeu de société.",C1,36,"['soit', 'le ', 'est ', 'une ', 'des ', 'formes', 'de ', 'la ', 'du ', 'faisant ', 'les ', 'oeuvres', 'sur ', 'les ', 'droits', 'soit', 'il ', 'est ', 'au ', 'un', 'de ']",21,0.5833333333333334
"Il en résulte alors des conséquences désastreuses pour certaines espèces ; pour le cerf, on parle d'une malformation de la mâchoire, d'une masse corporelle limitée, d'organes sous-dimensionnés et d'une vie sexuée réduite.",C1,36,"['il ', 'en ', 'alors ', 'des ', 'pour', 'pour', 'le ', 'cerf', 'on ', 'parle', 'une ', 'malformation', 'de ', 'la ', 'une ', 'masse', 'corporelle', 'sous', 'et ', 'une ', 'vie']",21,0.5833333333333334
Des start-up développent des solutions sur le thème de la reconnaissance temps-réel de formes dans une vidéo.,C1,19,"['des ', 'start-', 'up', 'des ', 'solutions', 'sur ', 'le ', 'thème', 'de ', 'la ', 'temps', 'réel', 'de ', 'formes', 'dans', 'une ']",16,0.8421052631578947
"Avec sa nouvelle compagne de quatorze ans sa cadette, il dit ""vivre une renaissance"".",C1,14,"['avec', 'sa ', 'compagne', 'de ', 'ans ', 'sa ', 'cadette', 'il ', 'dit', 'une ', 'renaissance']",11,0.7857142857142857
Nous pouvons affirmer avec certitude que cette zone était utilisée comme cimetière entre le dernier quart du Ier siècle et la première moitié du IIe siècle de notre ère.,C1,29,"['nous', 'avec', 'que', 'zone', 'comme', 'le ', 'quart ', 'du ', 'ier ', 'et ', 'la ', 'du ', 'iie', 'de ']",14,0.4827586206896552
L'émigration galicienne sous-tend l'évolution du peuplement et l'explique en grande partie.,C1,15,"['sous', 'tend', 'du ', 'peuplement', 'et ', 'en ', 'partie']",7,0.4666666666666667
"Vous n'avez pas, Monsleur Mitterrand, le monopole du ceur",C1,10,"['vous', ""n'"", 'avez', 'pas', 'mitterrand', 'le ', 'du ', 'ceur']",8,0.8
"Une fois leur projet abouti, ils parlent de liberté, d'harmonie, de renaissance.",C1,13,"['une ', 'fois', 'leur', 'abouti', 'ils ', 'de ', 'de ', 'renaissance']",8,0.6153846153846154
